,name,brand,links,price,weight,price_gr,nutritients,photo_link
115,"BIO Schokolade ""Schoko Schamane Chai""",mind sweets,https://www.foodist.de/mind-sweets-bio-schokolade-schoko-schamane-chai-10662,"  4,50 € ",  Inhalt:  50 g ," 9,00 € / 100 g ","  Brennwert 2.461 kJ(591 kcal)   Fett 41,1 g   davon gesättigte Fettsäuren 25,6 g   Kohlenhydrate 48,1 g   davon Zucker 38,7 g   Eiweiß 7,1 g   Salz 0,11 g  ",https://foodist.imgix.net/media/image/4260240068086_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
116,"BIO Schokolade ""Schoko Schamane""",mind sweets,https://www.foodist.de/mind-sweets-bio-schokolade-schoko-schamane-10661,"  4,20 € ",  Inhalt:  50 g ," 8,40 € / 100 g ","  Brennwert 2.470 kJ(593 kcal)   Fett 41,4 g   davon gesättigte Fettsäuren 25,8 g   Kohlenhydrate 48,1 g   davon Zucker 38,7 g   Eiweiß 7,1 g   Salz 0,11 g  ",https://foodist.imgix.net/media/image/4260240068000_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
117,"BIO veganer Schokoladenriegel ""Voll ohne Muh"" Pure Freude",MYLKCHOCY,https://www.foodist.de/mylkchocy-bio-veganer-schokoladenriegel-voll-ohne-muh-pure-freude-10798,"  1,50 € ",  Inhalt:  20 g ," 7,50 € / 100 g ","  Brennwert 2.736 kJ(656 kcal)   Fett 56,0 g   davon gesättigte Fettsäuren 36,0 g   Kohlenhydrate 29,0 g   davon Zucker 24,0 g   Eiweiß 7,5 g   Salz 0,10 g  ",https://foodist.imgix.net/media/image/4270001913647_1UYhHx68KDklJG.jpg?auto=compress%2Cformat&h=60&q=20&w=60
118,BIO Fruchtgummi Coala Weihnachtsbärchen,mind sweets,https://www.foodist.de/mind-sweets-bio-fruchtgummi-coala-weihnachtsbaerchen-11033,"  2,90 € ",  Inhalt:  75 g ," 3,87 € / 100 g ","  Brennwert 1.362 kJ(321 kcal)   Fett 0,2 g   davon gesättigte Fettsäuren 0,2 g   Kohlenhydrate 78,0 g   davon Zucker 40,0 g   Ballaststoffe 2,4 g   Eiweiß 0,0 g   Salz 0,89 g  ",https://foodist.imgix.net/media/image/4260240066655_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
119,Schoko Crunchies Vollm*lch Zimt,Foodist,https://www.foodist.de/foodist-schoko-crunchies-vollm-lch-zimt-11137,"  13,90 € ",  Inhalt:  500 g ," 2,78 € / 100 g ","  Brennwert 1.812 kJ(431 kcal)   Fett 19,2 g   davon gesättigte Fettsäuren 11,1 g   Kohlenhydrate 70,6 g   davon Zucker 2,6 g   Ballaststoffe 2,2 g   Eiweiß 3,7 g   Salz 0,71 g  ",https://foodist.imgix.net/media/image/4260453717603_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
120,Schoko Brezel Crunchies,Foodist,https://www.foodist.de/foodist-schoko-brezel-crunchies-11136,"  13,90 € ",  Inhalt:  500 g ," 2,78 € / 100 g ","  Brennwert 1.840 kJ(436 kcal)   Fett 21,0 g   davon gesättigte Fettsäuren 11,5 g   Kohlenhydrate 67,0 g   davon Zucker 3,3 g   Ballaststoffe 2,8 g   Eiweiß 5,7 g   Salz 1,43 g  ",https://foodist.imgix.net/media/image/4260453717597_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
121,BIO Nut Butter Cup Salty Peanut,Foodist,https://www.foodist.de/foodist-bio-nut-butter-cup-salty-peanut-11196,"  2,50 € ",  Inhalt:  30 g ," 8,33 € / 100 g ","  Brennwert 2.509 kJ(599 kcal)   Fett 47,0 g   davon gesättigte Fettsäuren 23,0 g   Kohlenhydrate 30,0 g   davon Zucker 22,0 g   Eiweiß 12,2 g   Salz 0,49 g  ",https://foodist.imgix.net/media/image/4260453717535_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
122,BIO Nut Butter Cup Creamy Hazelnut,Foodist,https://www.foodist.de/foodist-bio-nut-butter-cup-creamy-hazelnut-11197,"  2,50 € ",  Inhalt:  30 g ," 8,33 € / 100 g ","  Brennwert 2.498 kJ(597 kcal)   Fett 47,0 g   davon gesättigte Fettsäuren 22,0 g   Kohlenhydrate 37,0 g   davon Zucker 26,0 g   Eiweiß 4,9 g   Salz 0,18 g  ",https://foodist.imgix.net/media/image/4260453717542_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
123,Veganes Fruchtgummi - Moltebeere mit Brombeere,Wally & Whiz,https://www.foodist.de/wally-whiz-veganes-fruchtgummi-moltebeere-mit-brombeere-10886,"  8,50 € ",  Inhalt:  140 g ," 6,07 € / 100 g ","  Brennwert 1.432 kJ(342 kcal)   Fett 0,2 g   davon gesättigte Fettsäuren 0,2 g   Kohlenhydrate 93,0 g   davon Zucker 59,0 g   Eiweiß 0,1 g   Salz 0,10 g  ",https://foodist.imgix.net/media/image/5713471005324_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
124,BIO Rohkostriegel mit Maulbeeren und Vanille,Roo'bar Riegel,https://www.foodist.de/roo-bar-riegel-bio-rohkostriegel-mit-maulbeeren-und-vanille-11209,"  1,95 € ",  Inhalt:  30 g ," 6,50 € / 100 g ","  Brennwert 1.506 kJ(359 kcal)   Fett 14,0 g   davon gesättigte Fettsäuren 2,4 g   Kohlenhydrate 49,0 g   davon Zucker 33,0 g   Ballaststoffe 6,2 g   Eiweiß 7,6 g   Salz 0,03 g  ",https://foodist.imgix.net/media/image/3800225478670_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
125,"Mandelschnitte mit Zartbitterschokolade und Cranberries, glutenfrei",KOUKÈE,https://www.foodist.de/koukee-mandelschnitte-mit-zartbitterschokolade-und-cranberries-glutenfrei-11173,"  2,90 € ",  Inhalt:  35 g ," 8,29 € / 100 g ","  Brennwert 774 kJ(187 kcal)   Fett 13,3 g   davon gesättigte Fettsäuren 3,9 g   Kohlenhydrate 10,6 g   davon Zucker 8,4 g   Ballaststoffe 4,2 g   Eiweiß 4,0 g   Salz 0,06 g  ",https://foodist.imgix.net/media/image/202109_Koukee_Shopbild_DarkPleasures.jpg?auto=compress%2Cformat&h=60&q=20&w=60
126,BIO Fruchtgummi Berliner Braune Brause Bären,mind sweets,https://www.foodist.de/mind-sweets-bio-fruchtgummi-berliner-braune-brause-baeren-11115,"  2,95 € ",  Inhalt:  75 g ," 3,93 € / 100 g ","  Brennwert 1.362 kJ(321 kcal)   Fett 0,2 g   davon gesättigte Fettsäuren 0,2 g   Kohlenhydrate 78,0 g   davon Zucker 40,0 g   Ballaststoffe 2,4 g   Eiweiß 0,0 g   Salz 0,89 g  ",https://foodist.imgix.net/media/image/202109_FSB_Shop_BerlinerBrauneBrauseBaeren.jpg?auto=compress%2Cformat&h=60&q=20&w=60
127,BIO Dattel Snack mit Haselnuss-Kakaocreme und Schokolade,coconilla,https://www.foodist.de/coconilla-bio-dattel-snack-mit-haselnuss-kakaocreme-und-schokolade-10592,"  2,99 € ",  Inhalt:  42 g ," 7,12 € / 100 g ","  Brennwert 1.791 kJ(429 kcal)   Fett 21,8 g   davon gesättigte Fettsäuren 10,2 g   Kohlenhydrate 45,8 g   davon Zucker 31,5 g   Ballaststoffe 10,1 g   Eiweiß 6,7 g   Salz 0,13 g  ",https://foodist.imgix.net/media/image/4270000873621_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
128,Veganes Fruchtgummi - Holunderblüte mit Blaubeere,Wally & Whiz,https://www.foodist.de/wally-whiz-veganes-fruchtgummi-holunderbluete-mit-blaubeere-11025,"  7,90 € ",  Inhalt:  140 g ," 5,64 € / 100 g ","  Brennwert 1.432 kJ(342 kcal)   Fett 0,2 g   davon gesättigte Fettsäuren 0,2 g   Kohlenhydrate 83,0 g   davon Zucker 59,0 g   Eiweiß 0,1 g   Salz 0,10 g  ",https://foodist.imgix.net/media/image/5713471003047_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
129,BIO Cacao & Walnut Cookie,Foodist,https://www.foodist.de/foodist-bio-cacao-walnut-cookie-10913,"  1,90 € ",  Inhalt:  50 g ," 3,80 € / 100 g ","  Brennwert 2.032 kJ(488 kcal)   Fett 29,0 g   davon gesättigte Fettsäuren 15,0 g   Kohlenhydrate 41,0 g   davon Zucker 18,0 g   Ballaststoffe 9,7 g   Eiweiß 11,0 g   Salz 0,08 g  ",https://foodist.imgix.net/media/image/4260453717245_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
130,BIO Nut Butter Ball Cranberry & Pistachio,Foodist,https://www.foodist.de/foodist-bio-nut-butter-ball-cranberry-pistachio-10001,"  1,45 € ",  Inhalt:  30 g ," 4,83 € / 100 g ","  Brennwert 1.650 kJ(393 kcal)   Fett 18,0 g   davon gesättigte Fettsäuren 4,0 g   Kohlenhydrate 51,0 g   davon Zucker 44,0 g   Ballaststoffe 6,0 g   Eiweiß 10,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/4260453716033_1HmwwDeea4EYBr.jpg?auto=compress%2Cformat&h=60&q=20&w=60
131,BIO Frucht-Nussriegel mit Paranüssen,Taste of Nature,https://www.foodist.de/taste-of-nature-bio-frucht-nussriegel-mit-paranuessen-11376,"  2,49 € ",  Inhalt:  40 g ," 6,23 € / 100 g ","  Brennwert 2.015 kJ(482 kcal)   Fett 27,0 g   davon gesättigte Fettsäuren 4,2 g   Kohlenhydrate 49,0 g   davon Zucker 28,0 g   Eiweiß 14,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/059527601559_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
132,BIO Frucht-Nussriegel mit Kokosnuss,Taste of Nature,https://www.foodist.de/taste-of-nature-bio-frucht-nussriegel-mit-kokosnuss-11375,"  2,49 € ",  Inhalt:  40 g ," 6,23 € / 100 g ","  Brennwert 2.170 kJ(519 kcal)   Fett 34,0 g   davon gesättigte Fettsäuren 14,0 g   Kohlenhydrate 47,0 g   davon Zucker 23,0 g   Eiweiß 13,0 g   Salz 0,04 g  ",https://foodist.imgix.net/media/image/059527801553_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
133,BIO Frucht-Nussriegel mit Erdnüssen,Taste of Nature,https://www.foodist.de/taste-of-nature-bio-frucht-nussriegel-mit-erdnuessen-11373,"  2,49 € ",  Inhalt:  40 g ," 6,23 € / 100 g ","  Brennwert 2.433 kJ(585 kcal)   Fett 40,0 g   davon gesättigte Fettsäuren 6,3 g   Kohlenhydrate 33,0 g   davon Zucker 13,0 g   Eiweiß 20,0 g   Salz 0,35 g  ",https://foodist.imgix.net/media/image/059527201551_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
134,BIO Apfelchips Natur,Dörrwerk,https://www.foodist.de/doerrwerk-bio-apfelchips-natur-10931,"  2,50 € ",  Inhalt:  40 g ," 6,25 € / 100 g ","  Brennwert 1.432 kJ(342 kcal)   Fett 0,6 g   davon gesättigte Fettsäuren 0,3 g   Kohlenhydrate 72,0 g   davon Zucker 70,0 g   Ballaststoffe 11,0 g   Eiweiß 2,0 g   Salz 0,02 g  ",https://foodist.imgix.net/media/image/4280001516663_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
135,BIO Dehydrierter Roter Apfel,Vitaina Italia,https://www.foodist.de/vitaina-italia-bio-dehydrierter-roter-apfel-10816,"  2,79 € ",  Inhalt:  30 g ," 9,30 € / 100 g ","  Brennwert 1.528 kJ(364 kcal)   Fett 1,5 g   davon gesättigte Fettsäuren 0,9 g   Kohlenhydrate 82,0 g   davon Zucker 65,0 g   Ballaststoffe 8,0 g   Eiweiß 1,6 g   Salz 0,30 g  ",https://foodist.imgix.net/media/image/Vitaina_Dehydrierter_RoterApfel_Shop.jpg?auto=compress%2Cformat&h=60&q=20&w=60
136,"Veganes Fruchtgummi mit Sauerkirschgeschmack ""Very Cherry""",Candy Kittens,https://www.foodist.de/candy-kittens-veganes-fruchtgummi-mit-sauerkirschgeschmack-very-cherry-10960,"  3,40 € ",  Inhalt:  125 g ," 2,72 € / 100 g ","  Brennwert 1.437 kJ(338 kcal)   Fett 0,1 g   davon gesättigte Fettsäuren 0,0 g   Kohlenhydrate 82,0 g   davon Zucker 58,0 g   Eiweiß 0,4 g   Salz 0,31 g  ",https://foodist.imgix.net/media/image/FFB_August_Shop_CandyKittens_VeryCherry.jpg?auto=compress%2Cformat&h=60&q=20&w=60
137,"BIO Fruchtriegel mit Dattel, Nuss und Salz ""Flor De Sal""",D'es Trenc ,https://www.foodist.de/d-es-trenc-bio-fruchtriegel-mit-dattel-nuss-und-salz-flor-de-sal-11034,"  1,99 € ",  Inhalt:  40 g ," 4,98 € / 100 g ","  Brennwert 1.831 kJ(438 kcal)   Fett 21,0 g   davon gesättigte Fettsäuren 2,3 g   Kohlenhydrate 50,0 g   davon Zucker 44,0 g   Ballaststoffe 9,2 g   Eiweiß 7,6 g   Salz 0,95 g  ",https://foodist.imgix.net/media/image/8437006451383_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
138,BIO Dehydrierte Banane,Vitaina Italia,https://www.foodist.de/vitaina-italia-bio-dehydrierte-banane-10818,"  2,79 € ",  Inhalt:  30 g ," 9,30 € / 100 g ","  Brennwert 1.294 kJ(308 kcal)   Fett 0,6 g   davon gesättigte Fettsäuren 0,0 g   Kohlenhydrate 65,0 g   davon Zucker 58,0 g   Ballaststoffe 12,0 g   Eiweiß 4,7 g   Salz 0,30 g  ",https://foodist.imgix.net/media/image/Vitaina_Dehydrierte_Banane_Shop.jpg?auto=compress%2Cformat&h=60&q=20&w=60
139,Energy Balls mit Vanille und Cashew,N.A! Nature Addicts,https://www.foodist.de/n.a-nature-addicts-energy-balls-mit-vanille-und-cashew-11014,"  1,90 € ",  Inhalt:  40 g ," 4,75 € / 100 g ","  Brennwert 1.697 kJ(405 kcal)   Fett 18,0 g   davon gesättigte Fettsäuren 2,6 g   Kohlenhydrate 50,0 g   davon Zucker 45,0 g   Ballaststoffe 4,3 g   Eiweiß 8,6 g   Salz 0,03 g  ",https://foodist.imgix.net/media/image/3609200008938_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
140,Energy Balls mit Haselnuss und Kakao,N.A! Nature Addicts,https://www.foodist.de/n.a-nature-addicts-energy-balls-mit-haselnuss-und-kakao-11013,"  1,90 € ",  Inhalt:  40 g ," 4,75 € / 100 g ","  Brennwert 1.698 kJ(406 kcal)   Fett 19,0 g   davon gesättigte Fettsäuren 2,7 g   Kohlenhydrate 45,0 g   davon Zucker 40,0 g   Ballaststoffe 9,9 g   Eiweiß 8,8 g   Salz 0,28 g  ",https://foodist.imgix.net/media/image/3609200008945_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
141,"Maiskörner, geröstet & gesalzen 1kg",Foodist,https://www.foodist.de/foodist-maiskoerner-geroestet-gesalzen-1kg-10466,"  10,95 € ",  Inhalt:  1000 g ," 1,10 € / 100 g ","  Brennwert 1.818 kJ(433 kcal)   Fett 15,0 g   davon gesättigte Fettsäuren 1,7 g   Kohlenhydrate 64,0 g   davon Zucker 1,0 g   Ballaststoffe 9,8 g   Eiweiß 6,7 g   Salz 2,00 g  ",https://foodist.imgix.net/media/image/4260453716606_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
142,Salzgebäck mit nativem Olivenöl extra,Terre Dei Trulli,https://www.foodist.de/terre-dei-trulli-salzgebaeck-mit-nativem-olivenoel-extra-10868,"  3,90 € ",  Inhalt:  250 g ," 1,56 € / 100 g ","  Brennwert 1.423 kJ(340 kcal)   Fett 11,0 g   davon gesättigte Fettsäuren 1,8 g   Kohlenhydrate 53,7 g   davon Zucker 1,5 g   Ballaststoffe 1,7 g   Eiweiß 6,3 g   Salz 0,71 g  ",https://foodist.imgix.net/media/image/8034077712148_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
143,Veganer Proteinriegel mit Kakao und Haselnüssen,Zebra,https://www.foodist.de/zebra-veganer-proteinriegel-mit-kakao-und-haselnuessen-10987,"  1,90 € ",  Inhalt:  40 g ," 4,75 € / 100 g ","  Brennwert 1.640 kJ(392 kcal)   Fett 16,0 g   davon gesättigte Fettsäuren 4,1 g   Kohlenhydrate 34,9 g   davon Zucker 26,1 g   Ballaststoffe 16,3 g   Eiweiß 20,0 g   Salz 0,40 g  ",https://foodist.imgix.net/media/image/4260723830025_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
144,Veganer Proteinriegel mit Erdbeere,Zebra,https://www.foodist.de/zebra-veganer-proteinriegel-mit-erdbeere-10986,"  1,90 € ",  Inhalt:  40 g ," 4,75 € / 100 g ","  Brennwert 1.476 kJ(352 kcal)   Fett 8,4 g   davon gesättigte Fettsäuren 0,0 g   Kohlenhydrate 40,9 g   davon Zucker 33,3 g   Ballaststoffe 16,8 g   Eiweiß 20,0 g   Salz 0,40 g  ",https://foodist.imgix.net/media/image/4260723830018_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
145,Veganer Proteinriegel mit Erdnüssen,Zebra,https://www.foodist.de/zebra-veganer-proteinriegel-mit-erdnuessen-10985,"  1,90 € ",  Inhalt:  40 g ," 4,75 € / 100 g ","  Brennwert 1.645 kJ(386 kcal)   Fett 14,6 g   davon gesättigte Fettsäuren 2,7 g   Kohlenhydrate 35,7 g   davon Zucker 27,8 g   Ballaststoffe 15,7 g   Eiweiß 20,1 g   Salz 0,40 g  ",https://foodist.imgix.net/media/image/4260723830001_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
146,BIO Cookies mit Kakao und Orange,Green & More,https://www.foodist.de/green-more-bio-cookies-mit-kakao-und-orange-10947,"  2,20 € ",  Inhalt:  28 g ," 7,86 € / 100 g ","  Brennwert 1.948 kJ(465 kcal)   Fett 29,0 g   davon gesättigte Fettsäuren 3,0 g   Kohlenhydrate 40,0 g   davon Zucker 22,0 g   Ballaststoffe 7,0 g   Eiweiß 15,0 g   Salz 1,00 g  ",https://foodist.imgix.net/media/image/3859891574223_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
147,BIO Cookies mit Pistazien und Zitrone,Green & More,https://www.foodist.de/green-more-bio-cookies-mit-pistazien-und-zitrone-10946,"  2,50 € ",  Inhalt:  28 g ," 8,93 € / 100 g ","  Brennwert 2.174 kJ(519 kcal)   Fett 34,0 g   davon gesättigte Fettsäuren 5,0 g   Kohlenhydrate 43,0 g   davon Zucker 23,0 g   Ballaststoffe 5,0 g   Eiweiß 15,0 g   Salz 6,00 g  ",https://foodist.imgix.net/media/image/3859891574216_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
148,BIO Cookies mit Nüssen und Blaubeeren,Green & More,https://www.foodist.de/green-more-bio-cookies-mit-nuessen-und-blaubeeren-10948,"  2,20 € ",  Inhalt:  28 g ," 7,86 € / 100 g ","  Brennwert 2.059 kJ(491 kcal)   Fett 39,0 g   davon gesättigte Fettsäuren 3,0 g   Kohlenhydrate 40,0 g   davon Zucker 24,0 g   Ballaststoffe 8,0 g   Eiweiß 13,0 g   Salz 3,00 g  ",https://foodist.imgix.net/media/image/3859891574247_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
149,BIO Bananenriegel Zitrone & Mandel,Banabar,https://www.foodist.de/banabar-bio-bananenriegel-zitrone-mandel-10434,"  2,00 € ",  Inhalt:  40 g ," 5,00 € / 100 g ","  Brennwert 1.683 kJ(404 kcal)   Fett 17,0 g   davon gesättigte Fettsäuren 1,0 g   Kohlenhydrate 50,0 g   davon Zucker 35,0 g   Ballaststoffe 8,0 g   Eiweiß 9,0 g   Salz 0,01 g  ",https://foodist.imgix.net/media/image/8719326519012_0ch246T6j6KdlB.jpg?auto=compress%2Cformat&h=60&q=20&w=60
150,BIO Bananenriegel Kakao,Banabar,https://www.foodist.de/banabar-bio-bananenriegel-kakao-10433,"  2,00 € ",  Inhalt:  40 g ," 5,00 € / 100 g ","  Brennwert 1.711 kJ(410 kcal)   Fett 17,0 g   davon gesättigte Fettsäuren 4,0 g   Kohlenhydrate 52,0 g   davon Zucker 35,0 g   Ballaststoffe 8,0 g   Eiweiß 9,0 g   Salz 0,01 g  ",https://foodist.imgix.net/media/image/8719326519036_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
151,BIO Snackball mit Kakao & Maca,Roo'bar Riegel,https://www.foodist.de/roo-bar-riegel-bio-snackball-mit-kakao-maca-10346,"  1,10 € ",  Inhalt:  22 g ," 5,00 € / 100 g ","  Brennwert 1.816 kJ(436 kcal)   Fett 24,0 g   davon gesättigte Fettsäuren 3,5 g   Kohlenhydrate 33,0 g   davon Zucker 31,0 g   Ballaststoffe 13,0 g   Eiweiß 15,0 g   Salz 0,02 g  ",https://foodist.imgix.net/media/image/3800232730242_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
152,"BIO Fruchtgummi mit saurem Himbeer- und Grapefruitgeschmack ""Kiss Me""",Not Guilty,https://www.foodist.de/not-guilty-bio-fruchtgummi-mit-saurem-himbeer-und-grapefruitgeschmack-kiss-me-10569,"  1,70 € ",  Inhalt:  100 g ," 1,70 € / 100 g ","  Brennwert 1.364 kJ(320 kcal)   Fett 0,0 g   davon gesättigte Fettsäuren 0,0 g   Kohlenhydrate 79,0 g   davon Zucker 63,0 g   Eiweiß 0,0 g   Salz 0,22 g  ",https://foodist.imgix.net/media/image/3663458005392_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
153,"BIO Fruchtgummi mit Colageschmack ""Mi Colazon""",Not Guilty,https://www.foodist.de/not-guilty-bio-fruchtgummi-mit-colageschmack-mi-colazon-10567,"  1,70 € ",  Inhalt:  100 g ," 1,70 € / 100 g ","  Brennwert 1.352 kJ(318 kcal)   Fett 0,2 g   davon gesättigte Fettsäuren 0,2 g   Kohlenhydrate 79,0 g   davon Zucker 61,0 g   Eiweiß 0,1 g   Salz 0,21 g  ",https://foodist.imgix.net/media/image/3663458005026_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
154,BIO Chiasamen 1kg,Foodist,https://www.foodist.de/foodist-bio-chiasamen-1kg-9770,"  8,95 € ",  Inhalt:  1000 g ," 0,90 € / 100 g ","  Brennwert 1.901 kJ(454 kcal)   Fett 31,0 g   davon gesättigte Fettsäuren 3,8 g   Kohlenhydrate 4,9 g   davon Zucker 0,8 g   Ballaststoffe 34,0 g   Eiweiß 21,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/4260453715777_0E5pALoV2T2du2.jpg?auto=compress%2Cformat&h=60&q=20&w=60
155,Xylit Bonbons Orange,Birkengold,https://www.foodist.de/birkengold-xylit-bonbons-orange-10787,"  2,50 € ",  Inhalt:  30 g ," 8,33 € / 100 g ","  Brennwert 1.072 kJ(257 kcal)   Fett 1,8 g   davon gesättigte Fettsäuren 1,8 g   Kohlenhydrate 93,0 g   davon Zucker 0,0 g   Eiweiß 0,0 g   Salz 0,40 g  ",https://foodist.imgix.net/media/image/9120048832089_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
156,Schokolade & Spielzeug Weihnachten,PLAYin Choc,https://www.foodist.de/playin-choc-schokolade-spielzeug-weihnachten-8200,"  4,00 € ",  Inhalt:  20 g ," 20,00 € / 100 g ","  Brennwert 2.609 kJ(630 kcal)   Fett 51,6 g   davon gesättigte Fettsäuren 35,0 g   Kohlenhydrate 32,0 g   davon Zucker 25,5 g   Ballaststoffe 7,6 g   Eiweiß 5,6 g   Salz 0,13 g  ",https://foodist.imgix.net/media/image/5060548500061_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
157,"Waffelteig gefüllt mit Erdnussbutter ""Nutisfaction""",Paddies,https://www.foodist.de/paddies-waffelteig-gefuellt-mit-erdnussbutter-nutisfaction-11714,"  1,99 € ",  Inhalt:  70 g ," 2,84 € / 100 g ","  Brennwert 1.742 kJ(418 kcal)   Fett 25,0 g   davon gesättigte Fettsäuren 4,7 g   Kohlenhydrate 41,0 g   davon Zucker 3,2 g   Ballaststoffe 12,0 g   Eiweiß 14,0 g   Salz 2,00 g  ",https://foodist.imgix.net/media/image/9120102740244_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
158,"BIO Marshmallows mit Vanillegeschmack ""Marilyn Mallow""",Not Guilty,https://www.foodist.de/not-guilty-bio-marshmallows-mit-vanillegeschmack-marilyn-mallow-10571,"  1,90 € ",  Inhalt:  80 g ," 2,38 € / 100 g ","  Brennwert 1.386 kJ(326 kcal)   Fett 0,0 g   davon gesättigte Fettsäuren 0,0 g   Kohlenhydrate 81,0 g   davon Zucker 69,0 g   Eiweiß 0,5 g   Salz 0,20 g  ",https://foodist.imgix.net/media/image/3663458005682_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
159,Kekse mit Schokostückchen,Heldenbrot,https://www.foodist.de/heldenbrot-kekse-mit-schokostueckchen-11220,"  1,90 € ",  Inhalt:  25 g ," 7,60 € / 100 g ","  Brennwert 1.917 kJ(457 kcal)   Fett 19,0 g   davon gesättigte Fettsäuren 7,1 g   Kohlenhydrate 64,0 g   davon Zucker 19,0 g   Ballaststoffe 2,1 g   Eiweiß 6,4 g   Salz 1,50 g  ",https://foodist.imgix.net/media/image/4260545981103_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
160,"BIO Riegel Banane, Rote Traube und Aronia 4er-Pack",Freche Freunde,https://www.foodist.de/freche-freunde-bio-riegel-banane-rote-traube-und-aronia-4er-pack-10885,"  1,75 € ",  Inhalt:  92 g ," 1,90 € / 100 g ","  Brennwert 1.611 kJ(383 kcal)   Fett 13,0 g   davon gesättigte Fettsäuren 1,4 g   Kohlenhydrate 58,0 g   davon Zucker 28,0 g   Ballaststoffe 6,4 g   Eiweiß 6,4 g   Salz 0,03 g  ",https://foodist.imgix.net/media/image/4260249144316_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
161,KakaoWUMMS - Gebrannte Kakaobohnen mit Chili,PURmacherei,https://www.foodist.de/purmacherei-kakaowumms-gebrannte-kakaobohnen-mit-chili-9063,"  3,49 € ",  Inhalt:  50 g ," 6,98 € / 100 g ","  Brennwert 2.184 kJ(527 kcal)   Fett 35,0 g   davon gesättigte Fettsäuren 22,0 g   Kohlenhydrate 32,0 g   davon Zucker 25,0 g   Ballaststoffe 21,0 g   Eiweiß 11,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/4270000466441_0vLbygHF8qWUGB.jpg?auto=compress%2Cformat&h=60&q=20&w=60
162,"BIO Getrocknete Kirschen, knusprig",Supersec,https://www.foodist.de/supersec-bio-getrocknete-kirschen-knusprig-9743,"  4,85 € ",  Inhalt:  140 g ," 3,46 € / 100 g ","  Brennwert 1.380 kJ(325 kcal)   Fett 0,5 g   davon gesättigte Fettsäuren 0,2 g   Kohlenhydrate 80,0 g   davon Zucker 67,5 g   Eiweiß 2,5 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/5425033150532_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
163,"Kleine Freuden Sparset, 2-teilig",Foodist,https://www.foodist.de/foodist-kleine-freuden-sparset-2-teilig-11674,"  29,98 € ",  Inhalt:  1 Stck. ," 29,98 € / 1 Stck. ","  Brennwert 2.564 kJ(614 kcal)   Fett 48,0 g   davon gesättigte Fettsäuren 24,0 g   Kohlenhydrate 37,0 g   davon Zucker 23,0 g   Eiweiß 7,0 g   Salz 0,26 g  ",https://foodist.imgix.net/media/image/Bundle_Shopbild_NutButterCupADK_WeihnachtsmannCVir1rZCzTKPS.jpg?auto=compress%2Cformat&h=60&q=20&w=60
