,product,brand,price,weight,kj,kcal,fat,sat_fat,carbs,sugar,fibre,protein,salt,product_link,photo_link,brand_new,cluster,cluster_2
305,Fredos Popcorn Süß ,Fredo's,1.69,0.06,1556.0,371.0,3.9,0.5,73.0,30.0,,7.7,,https://kokku-online.de/fredos-fredos-popcorn-suess/,https://kokku-online.de//bilder/350x350/17461/fredos-fredos-popcorn-suess.auto,Other,0,3
306,Schoko Pflaumen ,Rosengarten,3.79,0.09,1588.0,379.0,13.0,8.0,49.0,35.0,,3.0,,https://kokku-online.de/rosengarten-pflaumen-in-zartbitterschokolade/,https://kokku-online.de//bilder/350x350/18124/rosengarten-pflaumen-in-zartbitterschokolade.auto,Other,0,2
307,Dinkel Nuss Kuss ,Sommer,2.69,0.15,2211.0,530.0,32.0,8.0,50.0,23.0,,8.0,0.0,https://kokku-online.de/sommer-dinkel-nuss-kuss/,https://kokku-online.de//bilder/350x350/17748/sommer-dinkel-nuss-kuss.auto,Other,2,2
308,Dinkel Anis Sterne ,Sommer,2.69,0.15,1798.0,427.0,13.0,6.0,69.0,29.0,,7.0,0.0,https://kokku-online.de/sommer-dinkel-anis-sterne/,https://kokku-online.de//bilder/350x350/17747/sommer-dinkel-anis-sterne.auto,Other,0,2
309,Eistraum Schoko ,Biovegan,2.89,0.089,1634.0,387.0,4.2,2.7,80.0,74.0,,2.0,,https://kokku-online.de/biovegan-eistraum-schoko/,https://kokku-online.de//bilder/350x350/17673/biovegan-eistraum-schoko.auto,Other,0,3
310,Eistraum Vanille ,Biovegan,2.89,0.077,1554.0,367.0,,,86.0,80.0,,,0.08,https://kokku-online.de/biovegan-eistraum-vanille/,https://kokku-online.de//bilder/350x350/17674/biovegan-eistraum-vanille.auto,Other,0,3
311,Feine Bitter 71% ,Vivani,1.99,0.1,2425.0,585.0,44.0,28.0,32.0,27.0,,7.0,,https://kokku-online.de/vivani-feine-bitter-71/,https://kokku-online.de//bilder/350x350/19071/vivani-feine-bitter-71.auto,Vivani,2,0
312,Bio Trink Porridge °Himbeer Vanille° ,RUF,1.19,0.05,1502.0,357.0,6.0,1.0,57.0,7.0,,12.0,0.0,https://kokku-online.de/ruf-bio-trink-porridge-himbeer-vanille/,https://kokku-online.de//bilder/350x350/16392/ruf-bio-trink-porridge-himbeer-vanille.auto,Other,0,2
313,Bio Trink Porridge °Mango Curcuma° ,RUF,1.19,0.05,1542.0,366.0,6.0,1.0,61.0,11.0,,12.0,0.0,https://kokku-online.de/ruf-bio-trink-porridge-mango-curcuma/,https://kokku-online.de//bilder/350x350/16393/ruf-bio-trink-porridge-mango-curcuma.auto,Other,0,2
314,Bio Trink Porridge °Erdbeer Heidelbeer° ,RUF,1.19,0.05,1545.0,367.0,6.0,1.0,60.0,9.0,,12.0,0.0,https://kokku-online.de/ruf-bio-trink-porridge-erdbeer-heidelbeer/,https://kokku-online.de//bilder/350x350/17079/ruf-bio-trink-porridge-erdbeer-heidelbeer.auto,Other,0,2
315,Lubsies Dunkle Schokolade ,Lubs,1.99,0.054,1948.0,467.0,26.0,9.3,47.0,42.0,,6.8,0.04,https://kokku-online.de/lubs-lubsies-dunkle-schokolade/,https://kokku-online.de//bilder/350x350/16749/lubs-lubsies-dunkle-schokolade.auto,Lubs,7,2
316,Zartbitter GanzNuss Schokolade ,Vivani,2.29,0.1,2419.0,583.0,42.0,18.0,38.0,32.0,,7.0,,https://kokku-online.de/vivani-zartbitter-ganznuss-schokolade/,https://kokku-online.de//bilder/350x350/16698/vivani-zartbitter-ganznuss-schokolade.auto,Vivani,2,0
317,Dunkle Nougat Schokolade ,Vivani,2.29,0.1,2419.0,582.0,40.0,17.0,43.0,38.0,,6.0,,https://kokku-online.de/vivani-dunkle-nougat-schokolade/,https://kokku-online.de//bilder/350x350/19070/vivani-dunkle-nougat-schokolade.auto,Vivani,2,0
318,Feine Bitter Caramel Crisp & Meersalz ,Vivani,2.49,0.08,2371.0,570.0,39.0,25.0,45.0,41.0,,4.0,0.0,https://kokku-online.de/vivani-feine-bitter-caramel-mallorca-flor-de-sal-62-cacao/,https://kokku-online.de//bilder/350x350/16413/vivani-feine-bitter-caramel-mallorca-flor-de-sal-62-cacao.auto,Vivani,2,0
319,Linsen Chips Meersalz ,Heimatgut,2.79,0.075,1906.0,454.0,17.0,1.0,59.0,0.0,,13.0,1.0,https://kokku-online.de/heimatgut-linsen-chips-meersalz/,https://kokku-online.de//bilder/350x350/16239/heimatgut-linsen-chips-meersalz.auto,Heimatgut,4,2
320,Protein Riegel - Erdnuss Schokolade ,Heimatgut,2.09,0.04,2076.0,498.0,30.0,13.0,34.0,30.0,,21.0,0.0,https://kokku-online.de/heimatgut-protein-riegel-erdnuss-schokolade/,https://kokku-online.de//bilder/350x350/16238/heimatgut-protein-riegel-erdnuss-schokolade.auto,Heimatgut,4,2
321,Tafel °Süße Kakaonibs & Meersalz° ,Lovechock,3.99,0.07,2596.0,631.0,53.0,30.0,26.0,18.0,,7.0,0.0,https://kokku-online.de/lovechock-tafel-suesse-kakaonibs-und-meersalz/,https://kokku-online.de//bilder/350x350/16204/lovechock-tafel-suesse-kakaonibs-und-meersalz.auto,Lovechock,5,0
322,Tafel °Mandel & Baobab° ,Lovechock,3.99,0.07,2628.0,632.0,54.0,28.0,24.0,16.0,,7.0,0.0,https://kokku-online.de/lovechock-tafel-mandel-und-baobab/,https://kokku-online.de//bilder/350x350/16208/lovechock-tafel-mandel-und-baobab.auto,Lovechock,5,0
323,Tafel °Blaubeere & Hanfsaat° ,Lovechock,3.99,0.07,2667.0,640.0,55.0,28.0,23.0,16.0,,8.0,0.0,https://kokku-online.de/lovechock-tafel-blaubeere-und-hanfsaat/,https://kokku-online.de//bilder/350x350/16197/lovechock-tafel-blaubeere-und-hanfsaat.auto,Lovechock,5,0
324,Vego Melts Schoko Drops zum Backen & für heiße Schokolade ,Vego Chocolate,5.49,0.18,2264.0,543.0,34.0,12.0,52.0,47.0,,7.0,0.0,https://kokku-online.de/vego-chocolate-vego-melts-schoko-drops-zum-backen/,https://kokku-online.de//bilder/350x350/16070/vego-chocolate-vego-melts-schoko-drops-zum-backen.auto,Other,2,0
325,Süße °Lakritz° Giraffen Schlange ,Candy Tree,0.99,0.05,1480.0,348.0,0.0,0.0,84.0,39.0,,2.0,0.0,https://kokku-online.de/candy-tree-suesse-lakritz-giraffen-schlange/,https://kokku-online.de//bilder/350x350/15987/candy-tree-suesse-lakritz-giraffen-schlange.auto,Candy Tree,0,3
326,Kirschschnüre aus Fruchtgummi ,Candy Tree,1.99,0.075,1432.0,337.0,0.0,0.0,81.0,42.0,,1.0,0.0,https://kokku-online.de/candy-tree-kirschschnuere-aus-fruchtgummi/,https://kokku-online.de//bilder/350x350/15985/candy-tree-kirschschnuere-aus-fruchtgummi.auto,Candy Tree,0,3
327,Zartbitter Mandel Schokolade ,Vivani,2.29,0.1,2437.0,587.0,41.0,18.0,38.0,32.0,,10.0,0.0,https://kokku-online.de/vivani-zartbitter-mandel-schokolade/,https://kokku-online.de//bilder/350x350/19072/vivani-zartbitter-mandel-schokolade.auto,Vivani,2,0
328,Himbeer Splitter ,Rosengarten,3.49,0.09,2255.0,541.0,32.9,18.8,53.7,26.9,,4.5,0.08,https://kokku-online.de/rosengarten-schoko-himbeer-splitter/,https://kokku-online.de//bilder/350x350/19215/rosengarten-schoko-himbeer-splitter.auto,Other,2,0
329,Vegan Jerky Teriyaki ,Fine Gusto,1.99,0.05,1206.0,288.0,5.0,0.6,32.6,11.4,,27.5,4.03,https://kokku-online.de/fine-gusto-nature-vegan-jerky-teriyaki/,https://kokku-online.de//bilder/350x350/15711/fine-gusto-nature-vegan-jerky-teriyaki.auto,Other,0,4
330,Vegan Jerky BBQ ,Fine Gusto,1.99,0.05,1262.0,302.0,7.9,1.3,28.1,9.3,,28.9,4.05,https://kokku-online.de/fine-gusto-nature-vegan-jerky-bbq/,https://kokku-online.de//bilder/350x350/15712/fine-gusto-nature-vegan-jerky-bbq.auto,Other,0,4
331,Tafel °Golden White° mit feiner Karamellnote ,Lovechock,3.99,0.07,2667.0,642.0,48.8,30.6,48.4,22.4,,0.6,0.04,https://kokku-online.de/lovechock-tafel-golden-white-mit-feiner-karamellnote/,https://kokku-online.de//bilder/350x350/15580/lovechock-tafel-golden-white-mit-feiner-karamellnote.auto,Lovechock,5,0
332,Riegel °Golden White Haselnuss Acerola° ,Lovechock,2.49,0.04,2468.0,595.0,45.0,26.0,43.0,20.0,,1.7,0.06,https://kokku-online.de/lovechock-riegel-golden-white-haselnuss-acerola/,https://kokku-online.de//bilder/350x350/15579/lovechock-riegel-golden-white-haselnuss-acerola.auto,Lovechock,5,0
333,Linsen Chips Sour Cream Style ,Heimatgut,2.79,0.075,1940.0,463.0,19.0,1.7,59.0,,,12.0,2.6,https://kokku-online.de/heimatgut-linsen-chips-sour-cream-style/,https://kokku-online.de//bilder/350x350/15207/heimatgut-linsen-chips-sour-cream-style.auto,Heimatgut,4,2
334,Linsen Chips Rosmarin ,Heimatgut,2.79,0.075,2174.0,519.0,24.4,2.1,63.0,1.4,,10.0,2.1,https://kokku-online.de/heimatgut-linsen-chips-rosmarin/,https://kokku-online.de//bilder/350x350/15203/heimatgut-linsen-chips-rosmarin.auto,Heimatgut,4,2
335,Linsen Chips Sweet Chili ,Heimatgut,2.79,0.075,2163.0,516.0,24.2,2.0,62.6,1.9,,10.1,2.1,https://kokku-online.de/heimatgut-linsen-chips-sweet-chili/,https://kokku-online.de//bilder/350x350/15198/heimatgut-linsen-chips-sweet-chili.auto,Heimatgut,4,2
336,Protein Riegel - Haselnuss Schokolade ,Heimatgut,2.09,0.04,2170.0,525.0,33.0,13.0,34.0,28.0,,21.0,0.25,https://kokku-online.de/heimatgut-protein-riegel-chocolate-hazelnut/,https://kokku-online.de//bilder/350x350/15226/heimatgut-protein-riegel-chocolate-hazelnut.auto,Heimatgut,4,0
337,Linsen Flips Sour Cream Style ,Heimatgut,2.49,0.075,1623.0,388.0,12.0,1.2,46.0,3.1,,20.0,1.57,https://kokku-online.de/heimatgut-proteinflips-sour-cream-style/,https://kokku-online.de//bilder/350x350/17456/heimatgut-proteinflips-sour-cream-style.auto,Heimatgut,4,2
338,Linsen Flips Kräuter ,Heimatgut,2.49,0.075,1604.0,383.0,11.8,1.2,44.3,1.8,,20.2,2.3,https://kokku-online.de/heimatgut-protein-flips-original/,https://kokku-online.de//bilder/350x350/17832/heimatgut-protein-flips-original.auto,Heimatgut,4,2
339,Popcorn Süß ,Heimatgut,2.49,0.09,1890.0,450.0,17.0,14.0,62.0,28.0,,6.6,0.0,https://kokku-online.de/heimatgut-popcorn-suess/,https://kokku-online.de//bilder/350x350/15137/heimatgut-popcorn-suess.auto,Heimatgut,4,2
340,Popcorn Salzig ,Heimatgut,2.49,0.06,1850.0,442.0,17.0,13.0,55.0,0.9,,9.7,1.5,https://kokku-online.de/heimatgut-popcorn-salzig/,https://kokku-online.de//bilder/350x350/15139/heimatgut-popcorn-salzig.auto,Heimatgut,4,2
341,Popcorn Süß & Salzig ,Heimatgut,2.49,0.09,1890.0,450.0,17.0,14.0,62.0,28.0,,6.6,0.7,https://kokku-online.de/heimatgut-popcorn-suess-salzig/,https://kokku-online.de//bilder/350x350/15138/heimatgut-popcorn-suess-salzig.auto,Heimatgut,4,2
342,Kartoffel Chips Sour Cream Style ,Heimatgut,2.59,0.125,2122.0,510.0,32.0,2.0,45.0,1.0,,5.0,1.0,https://kokku-online.de/heimatgut-kartoffel-chips-sour-cream-style/,https://kokku-online.de//bilder/350x350/15215/heimatgut-kartoffel-chips-sour-cream-style.auto,Heimatgut,4,2
343,Kartoffel Chips Paprika ,Heimatgut,2.59,0.125,2100.0,504.0,32.0,2.0,46.0,1.0,,5.0,1.0,https://kokku-online.de/heimatgut-kartoffel-chips-paprika/,https://kokku-online.de//bilder/350x350/15216/heimatgut-kartoffel-chips-paprika.auto,Heimatgut,4,2
344,Kartoffel Chips Meersalz ,Heimatgut,2.59,0.125,2141.0,514.0,34.0,2.0,45.0,0.0,,5.0,1.0,https://kokku-online.de/heimatgut-kartoffel-chips-meersalz/,https://kokku-online.de//bilder/350x350/15213/heimatgut-kartoffel-chips-meersalz.auto,Heimatgut,4,2
345,Kartoffel Chips Rosmarin ,Heimatgut,2.59,0.125,2115.0,508.0,33.0,2.8,46.0,1.9,,5.0,1.2,https://kokku-online.de/heimatgut-kartoffel-chips-mediterran/,https://kokku-online.de//bilder/350x350/18059/heimatgut-kartoffel-chips-mediterran.auto,Heimatgut,4,2
346,Süßkartoffel Chips ,Heimatgut,3.49,0.1,2217.0,534.0,38.5,3.3,38.6,21.6,,3.7,1.35,https://kokku-online.de/heimatgut-suesskartoffel-chips/,https://kokku-online.de//bilder/350x350/15210/heimatgut-suesskartoffel-chips.auto,Heimatgut,4,0
347,Gemüse Chips ,Heimatgut,3.49,0.1,2188.0,527.0,36.7,3.1,36.9,21.0,,5.7,1.33,https://kokku-online.de/heimatgut-gemuese-chips/,https://kokku-online.de//bilder/350x350/15208/heimatgut-gemuese-chips.auto,Heimatgut,4,2
348,"Frucht & Nuss Riegel - Vanille, Beere & Chia ",Heimatgut,1.99,0.04,1625.0,388.0,15.0,2.1,49.0,39.0,,9.4,0.03,https://kokku-online.de/heimatgut-frucht-und-nuss-riegel-vanille-beere-und-chia/,https://kokku-online.de//bilder/350x350/15225/heimatgut-frucht-und-nuss-riegel-vanille-beere-und-chia.auto,Heimatgut,4,2
349,Frucht & Nuss Riegel - Kokos Cashew ,Heimatgut,1.99,0.04,1887.0,452.0,25.0,13.0,44.0,36.0,,8.0,0.01,https://kokku-online.de/heimatgut-frucht-und-nuss-riegel-kokos-cashew/,https://kokku-online.de//bilder/350x350/15224/heimatgut-frucht-und-nuss-riegel-kokos-cashew.auto,Heimatgut,4,2
350,Frucht & Nuss Riegel - Dattel Kakao ,Heimatgut,1.99,0.04,1703.0,407.0,17.0,2.0,48.0,35.0,,11.0,0.02,https://kokku-online.de/heimatgut-frucht-und-nuss-riegel-dattel-kakao/,https://kokku-online.de//bilder/350x350/15223/heimatgut-frucht-und-nuss-riegel-dattel-kakao.auto,Heimatgut,4,2
351,Erdnüsse geröstet & gesalzen ,Heimatgut,2.49,0.15,2570.0,620.0,50.5,9.9,11.8,5.5,,25.7,1.2,https://kokku-online.de/heimatgut-erdnusskerne/,https://kokku-online.de//bilder/350x350/15222/heimatgut-erdnusskerne.auto,Heimatgut,4,0
352,Erdnuss Quinoa Flips ,Heimatgut,2.49,0.115,1868.0,446.0,20.0,2.0,55.0,0.7,,9.0,1.0,https://kokku-online.de/heimatgut-erdnuss-quinoa-flips/,https://kokku-online.de//bilder/350x350/15194/heimatgut-erdnuss-quinoa-flips.auto,Heimatgut,4,2
353,Erdnuss Hafer Flips ,Heimatgut,2.49,0.115,1941.0,463.0,20.0,3.1,58.0,0.009,,10.0,0.72,https://kokku-online.de/heimatgut-erdnuss-hafer-flips/,https://kokku-online.de//bilder/350x350/15195/heimatgut-erdnuss-hafer-flips.auto,Heimatgut,4,2
354,Erdnuss Flips ,Heimatgut,2.49,0.115,2031.0,485.0,26.7,3.5,44.3,1.0,,13.7,1.8,https://kokku-online.de/heimatgut-erdnuss-flips/,https://kokku-online.de//bilder/350x350/15196/heimatgut-erdnuss-flips.auto,Heimatgut,4,2
355,Blumenbrot MAXI °Buchweizen° ,le pain des fleurs,5.69,0.3,1643.0,388.0,2.8,0.6,74.8,1.9,,13.0,0.82,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-maxi-buchweizen/,https://kokku-online.de//bilder/350x350/16048/le-pain-des-fleurs-blumenbrot-maxi-buchweizen.auto,le pain des fleurs,0,2
356,Blumenbrot °Kastanie° Knusprige Schnitten ,le pain des fleurs,3.69,0.15,1628.0,384.0,1.6,0.4,83.5,9.3,,6.5,0.58,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-kastanien-knusprige-schnitten/,https://kokku-online.de//bilder/350x350/15784/le-pain-des-fleurs-blumenbrot-kastanien-knusprige-schnitten.auto,le pain des fleurs,0,3
357,Blumenbrot ohne Salz & Zucker °Buchweizen° Knusprige Schnitten ,le pain des fleurs,2.99,0.15,1653.0,391.0,2.7,0.6,75.2,1.1,,13.4,0.01,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-buchweizen-ohne-salz-und-zucker-kn/,https://kokku-online.de//bilder/350x350/15775/le-pain-des-fleurs-blumenbrot-buchweizen-ohne-salz-und-zucker-kn.auto,le pain des fleurs,0,2
358,Blumenbrot °Quinoa° Knusprige Schnitten ,le pain des fleurs,3.99,0.15,1678.0,397.0,4.6,0.6,77.0,2.4,,9.6,0.78,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-quinoa-knusprige-schnitten/,https://kokku-online.de//bilder/350x350/15788/le-pain-des-fleurs-blumenbrot-quinoa-knusprige-schnitten.auto,le pain des fleurs,0,2
359,Blumenbrot °Mehrkorn° Knusprige Schnitten ,le pain des fleurs,2.99,0.15,1531.0,363.0,2.3,0.5,74.8,0.7,,9.1,0.59,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-mehrkorn-knusprige-schnitten/,https://kokku-online.de//bilder/350x350/15787/le-pain-des-fleurs-blumenbrot-mehrkorn-knusprige-schnitten.auto,le pain des fleurs,0,2
360,Blumenbrot °Kakao° Knusprige Schnitten ,le pain des fleurs,3.69,0.16,1669.0,394.0,2.3,1.0,83.3,15.0,,7.7,0.06,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-kakao-knusprige-schnitten/,https://kokku-online.de//bilder/350x350/15783/le-pain-des-fleurs-blumenbrot-kakao-knusprige-schnitten.auto,le pain des fleurs,0,3
361,Blumenbrot °Kokos° Knusprige Schnitten ,le pain des fleurs,3.69,0.15,1889.0,449.0,12.9,11.9,74.0,4.9,,7.7,0.02,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-kokos-knusprige-schnitten/,https://kokku-online.de//bilder/350x350/15786/le-pain-des-fleurs-blumenbrot-kokos-knusprige-schnitten.auto,le pain des fleurs,0,2
362,Blumenbrot °Zwiebel° Knusprige Schnitten ,le pain des fleurs,3.19,0.15,1572.0,371.0,1.4,0.4,79.0,1.8,,9.0,1.4,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-zwiebel/,https://kokku-online.de//bilder/350x350/15792/le-pain-des-fleurs-blumenbrot-zwiebel.auto,le pain des fleurs,0,2
363,Blumenbrot °Hafer° Knusprige Schnitten ,le pain des fleurs,3.09,0.15,1621.0,33.0,3.7,0.7,76.2,0.1,,8.3,0.62,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-hafer-knusprige-schnitten/,https://kokku-online.de//bilder/350x350/15778/le-pain-des-fleurs-blumenbrot-hafer-knusprige-schnitten.auto,le pain des fleurs,0,3
364,Blumenbrot °Kichererbsen° Knusprige Schnitten ,le pain des fleurs,3.19,0.15,1596.0,378.0,3.9,0.6,66.8,1.6,,14.8,0.48,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-kichererbsen-knusprige-schnitten/,https://kokku-online.de//bilder/350x350/15785/le-pain-des-fleurs-blumenbrot-kichererbsen-knusprige-schnitten.auto,le pain des fleurs,0,2
365,Blumenbrot °Grüne Linsen° Knusprige Schnitten ,le pain des fleurs,3.19,0.15,1567.0,370.0,1.2,0.4,69.5,1.1,,18.1,0.6,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-gruene-linsen-knusprige-schnitten/,https://kokku-online.de//bilder/350x350/15777/le-pain-des-fleurs-blumenbrot-gruene-linsen-knusprige-schnitten.auto,le pain des fleurs,0,2
366,Blumenbrot °Schwarzer Reis° Knusprige Schnitten ,le pain des fleurs,3.19,0.15,1576.0,372.0,2.6,0.6,74.8,0.8,,9.6,0.6,https://kokku-online.de/le-pain-des-fleurs-blumenbrot-schwarzer-reis-knusprige-schnitten/,https://kokku-online.de//bilder/350x350/15791/le-pain-des-fleurs-blumenbrot-schwarzer-reis-knusprige-schnitten.auto,le pain des fleurs,0,2
367,Togo Feinbitter Schokolade 65% ,Naturata,3.29,0.1,2357.0,568.0,40.0,24.0,39.0,34.0,,7.9,,https://kokku-online.de/naturata-togo-feinbitter-schokolade-65/,https://kokku-online.de//bilder/350x350/15581/naturata-togo-feinbitter-schokolade-65.auto,Naturata,2,0
368,Beerenfrüchtchen 1.25kg - zuckerreduziert - 1.25kg,ÖKOVITAL,17.99,1.25,1359.0,320.0,0.15,0.15,77.0,40.0,,0.0,0.89,https://kokku-online.de/oekovital-beerenfruechtchen-125kg-zuckerreduziert/,https://kokku-online.de//bilder/350x350/15402/oekovital-beerenfruechtchen-125kg-zuckerreduziert.auto,ÖKOVITAL,0,3
369,Himbeere für Dich ,Landgarten,3.99,0.09,519.0,2158.0,35.0,21.0,39.0,37.0,,6.2,0.01,https://kokku-online.de/landgarten-himbeere-fuer-dich/,https://kokku-online.de//bilder/350x350/15330/landgarten-himbeere-fuer-dich.auto,Landgarten,2,0
370,Amarenakirsche für Dich ,Landgarten,3.99,0.09,2175.0,523.0,34.0,21.0,44.0,41.0,,5.4,0.03,https://kokku-online.de/landgarten-kirsche-fuer-dich/,https://kokku-online.de//bilder/350x350/15329/landgarten-kirsche-fuer-dich.auto,Landgarten,2,0
371,Ingwer Kokos Nuss Mix ,Landgarten,1.69,0.05,2210.0,532.0,38.0,18.0,36.0,26.0,,10.0,0.03,https://kokku-online.de/landgarten-ingwer-kokos-nuss-mix/,https://kokku-online.de//bilder/350x350/15339/landgarten-ingwer-kokos-nuss-mix.auto,Landgarten,2,0
372,°Fruit & Nut° Schokolade ,Moo Free,2.89,0.08,2197.0,527.0,30.0,18.0,56.0,42.0,,3.0,0.0,https://kokku-online.de/moo-free-fruit-und-nut-schokolade/,https://kokku-online.de//bilder/350x350/14907/moo-free-fruit-und-nut-schokolade.auto,Moo Free,2,0
373,°Crunchy Caramel Orange° Schokolade ,Moo Free,2.89,0.08,2224.0,533.0,30.0,18.0,60.0,42.0,,2.0,0.0,https://kokku-online.de/moo-free-crunchy-caramel-orange-schokolade/,https://kokku-online.de//bilder/350x350/14905/moo-free-crunchy-caramel-orange-schokolade.auto,Moo Free,2,0
374,Weiße Schoko Buttons ,Moo Free,0.99,0.025,2410.0,578.0,36.0,22.0,60.0,41.0,,1.0,0.0,https://kokku-online.de/moo-free-weisse-schoko-drops/,https://kokku-online.de//bilder/350x350/14908/moo-free-weisse-schoko-drops.auto,Moo Free,2,0
375,Schneemann weiß ,Moo Free,1.39,0.032,2410.0,578.0,36.0,22.0,60.0,41.0,,1.0,0.0,https://kokku-online.de/moo-free-schneemann-weiss/,https://kokku-online.de//bilder/350x350/14904/moo-free-schneemann-weiss.auto,Moo Free,2,0
376,Schmunzel Nikolaus weiß ,Heidi Chocolate,3.19,0.04,2532.0,605.0,42.0,24.0,56.0,46.0,,1.1,0.25,https://kokku-online.de/heidi-chocolate-schmunzel-nikolaus-weiss/,https://kokku-online.de//bilder/350x350/14928/heidi-chocolate-schmunzel-nikolaus-weiss.auto,Other,2,0
377,Adventskalender °zuckerreduziert° ,Plamil,5.99,0.11,2527.0,611.0,45.0,28.0,24.0,3.9,,6.5,0.03,https://kokku-online.de/plamil-smooth-adventskalender-zuckerreduziert/,https://kokku-online.de//bilder/350x350/12135/plamil-smooth-adventskalender-zuckerreduziert.auto,Plamil,6,0
378,°Rudi Rentier° Gebrannte Mandeln mit Sesam ,Govinda,2.99,0.05,2207.0,527.0,38.0,3.5,33.0,28.0,,16.0,,https://kokku-online.de/govinda-rudi-rentier-sesam-mandeln/,https://kokku-online.de//bilder/350x350/18807/govinda-rudi-rentier-sesam-mandeln.auto,Other,2,4
379,°Weihnachtswunder° ,Zotter,3.59,0.07,2525.0,609.0,48.0,37.0,28.0,23.0,,11.0,0.3,https://kokku-online.de/zotter-weihnachtswunder/,https://kokku-online.de//bilder/350x350/14726/zotter-weihnachtswunder.auto,Zotter,2,0
380,°Süße Weihnachtsgrüße° Handgeschöpfte Schokolade Haselnussnougat mit Krokant ,Zotter,3.69,0.07,2372.0,571.0,41.0,16.0,44.0,39.0,,7.2,0.16,https://kokku-online.de/zotter-suesse-weihnachtsgruesse-handgeschoepfte-schokolade-hasel/,https://kokku-online.de//bilder/350x350/12003/zotter-suesse-weihnachtsgruesse-handgeschoepfte-schokolade-hasel.auto,Zotter,2,0
381,°Jingle Bells Rock° Handgeschöpfte Schokolade Marzipan & Rotwein (alkoholisch) ,Zotter,3.69,0.07,1999.0,484.0,33.0,17.0,35.0,29.0,,7.4,0.19,https://kokku-online.de/zotter-jingle-bells-rock-handgeschoepfte-schokolade-marzipan-und/,https://kokku-online.de//bilder/350x350/12014/zotter-jingle-bells-rock-handgeschoepfte-schokolade-marzipan-und.auto,Zotter,2,0
382,°Glücksstücke° ,Zotter,3.69,0.07,2451.0,588.0,42.0,27.0,45.0,36.0,,4.8,0.19,https://kokku-online.de/zotter-gluecksstuecke/,https://kokku-online.de//bilder/350x350/14817/zotter-gluecksstuecke.auto,Zotter,2,0
383,STERN mit Haselnusskrokant in Geschenkverpackung ,Zotter,7.59,0.1,2347.0,566.0,39.0,22.0,43.0,36.0,,7.5,0.22,https://kokku-online.de/zotter-stern-mit-haselnusskrokant-in-geschenkverpackung/,https://kokku-online.de//bilder/350x350/12028/zotter-stern-mit-haselnusskrokant-in-geschenkverpackung.auto,Zotter,2,0
384,Nashis Edler Adventskalender ,Zotter,23.49,0.168,2414.0,583.0,42.0,26.0,42.0,34.0,,6.2,0.24,https://kokku-online.de/zotter-nashis-adventskalender/,https://kokku-online.de//bilder/350x350/14724/zotter-nashis-adventskalender.auto,Zotter,2,0
385,Nashis Christbaumschmuck Variation Vegane Schokolade ,Zotter,6.29,0.07,2415.0,577.0,38.0,23.0,57.0,46.0,,1.0,0.16,https://kokku-online.de/zotter-nashis-christbaumschmuck-variation-vegane-schokolade/,https://kokku-online.de//bilder/350x350/18916/zotter-nashis-christbaumschmuck-variation-vegane-schokolade.auto,Zotter,2,0
386,HERZ mit Walnussnougat in Geschenkverpackung ,Zotter,7.59,0.1,2393.0,578.0,41.0,24.0,40.0,34.0,,7.9,0.23,https://kokku-online.de/zotter-mi-xing-herz-mit-walnussnougat-in-geschenkverpackung/,https://kokku-online.de//bilder/350x350/14722/zotter-mi-xing-herz-mit-walnussnougat-in-geschenkverpackung.auto,Zotter,2,0
387,HERZ mit Haselnusskrokant in Geschenkverpackung ,Zotter,7.59,0.1,2355.0,568.0,37.0,21.0,54.0,41.0,,4.0,0.23,https://kokku-online.de/zotter-herz-mit-haselnusskrokant-in-geschenkverpackung/,https://kokku-online.de//bilder/350x350/14718/zotter-herz-mit-haselnusskrokant-in-geschenkverpackung.auto,Zotter,2,0
388,Knabberhanf Hot & Sweet ,Hanf & Natur,2.19,0.1,1899.0,457.0,23.7,2.6,30.8,30.8,,17.6,0.6,https://kokku-online.de/hanf-und-natur-knabberhanf-hot-und-sweet/,https://kokku-online.de//bilder/350x350/14807/hanf-und-natur-knabberhanf-hot-und-sweet.auto,Other,0,2
389,Knabberhanf Cappuccino ,Hanf & Natur,2.19,0.1,1899.0,457.0,23.7,2.6,30.8,30.8,,17.6,0.6,https://kokku-online.de/hanf-und-natur-knabberhanf-cappuccino/,https://kokku-online.de//bilder/350x350/14809/hanf-und-natur-knabberhanf-cappuccino.auto,Other,0,2
390,Knabberhanf Hot & Spicy ,Hanf & Natur,2.19,0.1,1884.0,456.0,3.6,3.1,7.4,6.6,,20.2,0.4,https://kokku-online.de/hanf-und-natur-knabberhanf-hot-und-spicy/,https://kokku-online.de//bilder/350x350/14808/hanf-und-natur-knabberhanf-hot-und-spicy.auto,Other,0,2
